unit,time,outcome,cov_gdp,cov_unemp,treated
u0,75,8.596140929490925,2.3953534077157315,64.6998915614206,1
u0,76,8.773155051872116,2.233534316676204,65.23490104249501,1
u0,77,7.599094861399989,2.542016916658962,65.20734320156913,1
u0,78,8.28166073176997,2.3425667347765007,65.65675867262561,1
u0,79,8.368670318432885,2.2042842443583717,66.13106533726052,1
u0,80,8.794665710143837,2.1929107501938887,66.79300840807268,1
u0,81,7.778213637516763,2.3582472415243187,65.58109225058658,1
u0,82,7.748706600303059,2.297653721467415,67.46651668732814,1
u0,83,8.133704938837896,2.4014000494092094,65.62395610023874,1
u0,84,9.140901876469488,2.3873237624573544,66.7241074524822,1
u0,85,9.146193729436582,2.3427171087343126,67.2941586032423,1
u0,86,8.948568131603727,2.2753206281931595,67.34049593386752,1
u0,87,9.585686605139994,2.218515277531414,67.0886502400897,1
u0,88,9.359221722137844,2.3353485047932976,67.49593887482136,1
u0,89,9.660610097826337,2.4756398794323475,67.55349953267059,1
u0,90,8.623878412609503,2.4214093744130203,67.7053176215279,1
u0,91,8.609691243237585,2.2854261221288015,68.62480104851052,1
u0,92,8.443072895066459,2.437318092585118,68.57850774298252,1
u0,93,7.888999556446986,2.4685317379728837,68.25354520236966,1
u0,94,8.884421824141402,2.3516142563798867,69.24979993771662,1
u0,95,9.098519380579567,2.4653725105945528,69.1536497604383,1
u0,96,9.269165829799139,2.4658208718446,69.60643105941948,1
u0,97,9.44793289177862,2.3557029702169374,69.71481442096182,1
u0,98,9.089171146321497,2.5157787360348283,69.18550249453895,1
u0,99,9.702138511060095,2.5460784526368236,69.51990947990151,1
u1,0,6.059743416446527,1.4749934528520756,49.574678715439084,0
u1,1,6.263669316495987,1.5922849932347498,49.856437308117656,0
u1,2,6.844824081732067,1.4332379570617406,50.003803037880566,0
u1,3,5.792135287503812,1.5357620514978707,50.06800461516009,0
u1,4,6.171012237327596,1.57202956317119,50.72426081397241,0
u1,5,5.59958885985084,1.6214438834058749,50.48452494179448,0
u1,6,5.456504842933102,1.651161487808889,51.235228412889924,0
u1,7,6.092129864435982,1.4775357908162132,51.27488094527543,0
u1,8,6.066671009248811,1.4465885829264378,51.380525976566794,0
u1,9,6.290995709979914,1.7377676821898511,51.2462181689792,0
u1,10,6.839645136044579,1.6532314011979592,51.61161433471583,0
u1,11,6.506393419267251,1.5551513463443447,52.47769561291288,0
u1,12,7.0844151309280985,1.7951151975522524,52.55045859381219,0
u1,13,6.723116678396884,1.6615674634292859,52.011222377600724,0
u1,14,7.041319241934092,1.7779297184063827,52.74966615271461,0
u1,15,6.696093886589901,1.6767518481410109,53.27569356168589,0
u1,16,6.619205961090953,1.8860747924881986,52.265297359439316,0
u1,17,6.671508130638259,1.8655340842443204,53.571680096189965,0
u1,18,5.829479534781992,1.6751035851520926,53.16868812052708,0
u1,19,7.262179508137133,1.8071570950954354,53.98529933429658,0
u1,20,5.824198575856961,1.7845375949585147,53.51837042172874,0
u1,21,5.950391017437744,1.866863155753235,53.197558949667744,0
u1,22,7.439205601069462,1.6435076539419895,53.486228781058415,0
u1,23,7.564967277284356,1.818605145999844,54.52404247333069,0
u1,24,7.728742985658711,1.8658424486849587,54.82986125086074,0
u1,25,7.865667243177768,1.5941260513576885,54.44784168744779,0
u1,26,7.5463571111184296,1.6616741487334226,55.419296229388685,0
u1,27,6.985782659882843,1.5860767822239898,54.469239968865516,0
u1,28,7.281854689543471,1.7730593165555442,55.46696010067634,0
u1,29,6.708593194015763,1.8817542255795963,55.09449190011877,0
u1,30,7.39939417495962,1.970235705209603,55.57408194609892,0
u1,31,6.815701611395349,1.8374094780419776,56.12369933565821,0
u1,32,6.587703100062572,2.0028615545571293,55.869793317358024,0
u1,33,7.07003683485713,1.711989854178511,56.30772222788509,0
u1,34,7.739860323309257,1.6896617560644847,57.20314640460722,0
u1,35,7.560518085752916,1.8644452301103382,56.61155406523842,0
u1,36,7.678817311201432,1.9184065448939307,57.517846056032575,0
u1,37,8.346582526143601,1.8867305251905908,56.73514657267119,0
u1,38,8.348208214948265,1.6932557899960123,57.76490208895764,0
u1,39,7.854182689792209,1.9010879960487213,58.42078431032895,0
u1,40,7.681677689489462,1.7895530499495147,56.66417774993636,0
u1,41,7.836443450302654,1.996967254883004,57.701552372264764,0
u1,42,6.861036569354098,1.9766598246096847,58.58853606359027,0
u1,43,6.858742846810157,1.8560120213672644,58.398477306978506,0
u1,44,7.314474019684626,1.9086133082663306,58.88557293668565,0
u1,45,7.7972506116797184,1.8640786478111049,58.59800740664209,0
u1,46,8.36209281082246,1.9737320902726827,59.14329489373645,0
u1,47,9.253302902481696,2.085514232050124,59.22216138230396,0
u1,48,9.192001752437672,1.9014273953664456,60.0838910308299,0
u1,49,8.818014087267947,2.0604046515517846,59.827210421650605,0
u1,50,8.889461257294574,1.966974238162756,60.0688013310376,0
u1,51,8.279634027010887,1.9507127167737655,59.89406151693877,0
u1,52,8.581184706154446,2.029296964004544,60.05619688796375,0
u1,53,8.24933359401578,1.9464757677580629,60.28372090609019,0
u1,54,8.419682452123821,2.004635069465282,60.897226071189145,0
u1,55,7.822103694074288,1.950212210741115,60.689507759589866,0
u1,56,8.606613819283446,2.276472513291639,61.24488742844821,0
u1,57,9.343588075888945,2.0935263551971732,62.33770039932271,0
u1,58,8.825503385647048,2.0300274492007415,61.935562351715845,0
u1,59,9.389725086908406,2.131397991073422,61.53698823391608,0
u1,60,9.781488368544235,2.108767195030917,62.50060696108197,0
u1,61,9.370617548158759,2.1079030400466774,61.89596231348923,0
u1,62,9.684260034003142,2.2014166700043427,61.28093773241107,0
u1,63,9.460439341572703,2.2257507710047304,61.9959568445413,0
u1,64,9.312523755277073,2.106949885238947,61.76460403948707,0
u1,65,8.680402453400133,2.112418175935532,62.724243257979346,0
u1,66,8.943822690936262,2.152494830284836,63.10920918959478,0
u1,67,9.15796274332519,1.9598078835264414,64.13821865613764,0
u1,68,9.745756797912398,2.048480893780145,63.66346368688208,0
u1,69,9.730098464282275,2.3466874267444524,63.59044973559556,0
u1,70,10.62971912048327,2.3844967713501286,64.31470279059175,0
u1,71,9.478439876266929,2.2050963960443624,62.99443234549606,0
u1,72,10.545821122901035,2.2976556963055765,64.4178072790543,0
u1,73,10.336143218822869,2.2811250154543536,64.88543259694349,0
u1,74,11.340359691558785,2.567888080845524,63.96070687711008,0
u1,75,9.723238430356247,2.381957491143458,65.47187702160348,0
u1,76,9.517069216764286,2.267208240851923,65.26924820374721,0
u1,77,9.44045545445787,2.1944459559399574,65.0923560430496,0
u1,78,8.542864173503904,2.139355367974243,65.81639093305314,0
u1,79,9.319330518714098,2.3303463635867225,66.8353464289022,0
u1,80,9.313863095090044,2.2443649254715696,65.99093312752926,0
u1,81,9.998904376329792,2.1877746290402325,66.22411029315018,0
u1,82,10.397250311468083,2.275342711575748,66.07031955022988,0
u1,83,11.473443509170913,2.2418451996385604,66.0750778152676,0
u1,84,11.258117155485737,2.5287141635072565,67.11516790827213,0
u1,85,10.629264819974507,2.458163975694945,66.47195808704558,0
u1,86,10.469495321127786,2.379202735868338,67.13578311860971,0
u1,87,11.046591590639094,2.537994413889003,67.06117127661746,0
u1,88,9.950057966196368,2.4077368307647617,67.7394899128732,0
u1,89,11.329125591959075,2.323871579867174,67.86683105264348,0
u1,90,10.867776527871467,2.5723124077269657,68.41876997212896,0
u1,91,10.020864635354142,2.483891004368466,67.84499180057263,0
u1,92,9.510106593173468,2.3362753845673545,68.16506253235333,0
u1,93,11.27388810202641,2.430966132191639,68.01061814210884,0
u1,94,10.842346832805214,2.372438174661524,68.47785336996195,0
u1,95,11.827510677401715,2.3317200269035667,69.08865024652243,0
u1,96,10.658935838847544,2.572617754753164,69.47849430832268,0
u1,97,11.291273568180838,2.6809416640470127,68.8389173379112,0
u1,98,11.594568938513072,2.360143242618086,69.93480296005283,0
u1,99,11.497366733620225,2.566296923669057,70.37781892940248,0
u2,0,6.150441094505794,1.4119570647503716,49.91106688581685,0
u2,1,5.868828213591258,1.7254794181984365,49.760625689168265,0
u2,2,5.477990263073005,1.3518070592116278,50.82787806278676,0
u2,3,6.978939592492503,1.7396456368290039,49.95269634889025,0
u2,4,6.477420418540494,1.601101746720262,50.506564177919316,0
u2,5,6.1509603910671995,1.5803286888129608,50.58013447086291,0
u2,6,6.480630329145295,1.545508091319105,51.723488942176864,0
u2,7,6.061617537397971,1.649913611435207,51.298277388255784,0
u2,8,8.208579144828555,1.6162365297575152,51.91592226973432,0
u2,9,7.424282613036151,1.7403301882016522,50.85721981348151,0
u2,10,7.732585181986591,1.651422764866204,51.933525132934626,0
u2,11,8.24979187672569,1.6650301761461879,52.444815397811716,0
u2,12,8.203055807432905,1.6236387787786146,52.24114199463771,0
u2,13,8.0283130748935,1.6643054376278932,52.93274018753267,0
u2,14,7.397328657309457,1.7107801768892061,52.34135577494981,0
u2,15,7.891867112822878,1.5189831607343374,53.50467372009279,0
u2,16,8.51646533610795,1.5651814577894287,54.14944906180963,0
u2,17,8.276678247106885,1.7843264094022715,53.01858071978017,0
u2,18,8.56245482681205,1.7370865438127943,53.177248739299614,0
u2,19,7.793969720338534,1.711601666364732,54.32669223855884,0
u2,20,7.9161162423978215,1.7418433933065394,54.58978607286535,0
u2,21,8.72199405950568,1.784758170536167,53.738569986423364,0
u2,22,9.130965738335462,1.7060240319690638,53.98990659145207,0
u2,23,9.859219821518787,1.6921695274597688,54.259107695569746,0
u2,24,8.541534374214107,1.7995845255097682,53.92777474448285,0
u2,25,10.10636171999121,1.6921627222384967,54.340674026757895,0
u2,26,9.138777433249585,1.8408252755714472,54.49792961662396,0
u2,27,8.867907896788138,1.6397416395762159,54.81610121744793,0
u2,28,8.494616397747317,1.9229155637325643,55.38265755630661,0
u2,29,8.201755385603478,1.8772597482413045,55.71710736626825,0
u2,30,9.602662302980274,1.8656029734313877,56.57525024640704,0
u2,31,9.511452039655296,1.9482690983945514,55.500822979630605,0
u2,32,9.19115370016355,2.026547444446258,56.692161199238285,0
u2,33,9.562563631030665,1.9714370065018132,56.29300557788724,0
u2,34,10.360426430053018,1.6959125768668355,56.57526814517378,0
u2,35,11.571850322434974,1.7620423033264299,57.1374097460833,0
u2,36,10.683186510896682,1.837518142230432,56.43863898921885,0
u2,37,10.015230581208817,1.9126091050210836,57.39120487309202,0
u2,38,10.520125348003077,1.9717659020469123,57.48322610410653,0
u2,39,10.37020214439498,1.8574256186846536,57.84622563200407,0
u2,40,9.077440761413582,1.9586766764477077,57.944584321953904,0
u2,41,10.427251785784426,1.8744617067646678,59.227650069955445,0
u2,42,10.500825243401948,1.8988482197008052,57.88113000787434,0
u2,43,11.24811173597477,1.8293338903151777,58.13450152249909,0
u2,44,12.185827695013717,1.8876766753889096,58.28842973678761,0
u2,45,12.198601029343319,1.8548315394383665,58.52226144041987,0
u2,46,11.819089931927632,1.9024126747022667,58.681306436346745,0
u2,47,11.609292102926412,2.115364179660784,59.79450826555377,0
u2,48,13.524877585710383,1.9250601111168057,60.110252123994925,0
u2,49,12.221626772282084,2.293238206483739,59.314626853125255,0
u2,50,12.075177023509488,2.089331790088089,59.383822213447885,0
u2,51,11.919716883220783,2.068483612369487,60.2357077781932,0
u2,52,11.950141960775264,1.9741642219818787,59.923888477859514,0
u2,53,11.80743451058833,2.1400309879408996,60.71646590887775,0
u2,54,11.754677002573137,2.0224362173762227,60.701461510425645,0
u2,55,12.051794580454837,2.102200981464536,60.04212794250138,0
u2,56,12.670188509940015,2.3560084538268797,61.773752600665034,0
u2,57,12.788821626509526,2.1003940100275353,62.097938836547755,0
u2,58,13.022326883373436,2.2349273326285677,61.09360565475781,0
u2,59,13.640985668650165,2.0596823574874112,61.406149220032,0
u2,60,13.535924572881996,2.136501150950304,61.94293269536245,0
u2,61,14.369229547073154,2.327080063563551,62.167228394993515,0
u2,62,12.16794297086348,2.0973032942212235,62.52927213633641,0
u2,63,13.902748350243982,2.351244855799693,63.40510226938317,0
u2,64,13.89935767414712,2.2507751935455476,62.51152638625297,0
u2,65,12.268135097853193,2.1337533224105734,62.40085137773077,0
u2,66,13.29537970648005,2.2632407739055522,62.31034038599274,0
u2,67,13.564719115584104,2.307255444962673,62.834534980029034,0
u2,68,13.408024795196074,2.2821809962217197,63.3834365135631,0
u2,69,14.09684116578794,2.0729775280109544,64.49727893175888,0
u2,70,14.248677349486073,2.167286282417513,63.54119435048191,0
u2,71,15.889121274022997,2.2252481364448493,64.11189397581946,0
u2,72,15.556467875673121,2.252556657089995,64.19178855196363,0
u2,73,15.678226097785858,2.332067209755068,64.99419663672403,0
u2,74,15.279479404588573,2.2977701000933255,65.8634662129368,0
u2,75,14.217684536181107,2.15646556412899,64.53456561353984,0
u2,76,14.43927044226539,2.338019785100596,64.75528027874088,0
u2,77,14.974732992178197,2.3710585745283823,65.72208043853453,0
u2,78,14.28087509658122,2.3759790447931044,65.74094574481315,0
u2,79,15.532154261175162,2.438078072555462,66.523353662868,0
u2,80,15.416833440982886,2.42339221545489,66.09196409266298,0
u2,81,15.723554603315543,2.3959180079228437,65.82035395460647,0
u2,82,16.584660753827695,2.352983428854136,66.49532741534615,0
u2,83,16.66033320556117,2.203903906648401,66.95435179029144,0
u2,84,16.333361093696816,2.4229618219132583,67.01024109059868,0
u2,85,17.047328949477865,2.410768768716311,67.05363701555365,0
u2,86,15.803327206273972,2.4271578837195373,67.53333734479457,0
u2,87,16.51539372276882,2.282325142417969,67.78464779522284,0
u2,88,16.423296701896433,2.311894345959174,68.09107949551876,0
u2,89,16.000487989414207,2.5353152853332905,67.92435494379481,0
u2,90,16.480221009655217,2.4360444846143343,67.71644095984156,0
u2,91,15.97531375540328,2.5181500697372625,68.07335684321666,0
u2,92,17.424225147172365,2.462831837613046,68.80325448325418,0
u2,93,17.24372943637582,2.4729756139495747,67.99153216450637,0
u2,94,17.3930347569734,2.5738283805976,68.78433665443644,0
u2,95,18.387921660243563,2.4383955271782627,68.60333059383632,0
u2,96,17.586887828841945,2.5096120776940984,69.0143724114674,0
u2,97,17.18864889712093,2.4637724711294955,69.83922593130366,0
u2,98,16.990759780818937,2.4765503772567685,69.49554953400994,0
u2,99,17.935646392476475,2.4990827876531365,69.62321827407807,0
u3,0,6.621330866404487,1.6649552715319336,49.388115519652104,0
u3,1,7.130727300947962,1.5164764788439433,50.8570156769334,0
u3,2,5.6956654018570445,1.7117394065634326,50.004658799618326,0
u3,3,5.86499529431658,1.60975996046924,50.40871643658986,0
u3,4,5.918611428479534,1.8075260872625267,50.93503386534438,0
u3,5,6.745463209855949,1.5410812181910434,50.94784094398631,0
u3,6,6.15459621554224,1.7935963803165251,50.9752094525718,0
u3,7,6.606168652480148,1.6497910783462648,51.28248050123312,0
u3,8,6.98507663573548,1.5748581996385553,52.50170779261914,0
u3,9,6.883492402624868,1.601611416594568,51.47119060148321,0
u3,10,6.543396648952423,1.6279652691805682,51.80054952335749,0
u3,11,6.715766540647331,1.7124165946401917,52.425327198003814,0
u3,12,6.924955078687103,1.7322835488035502,52.652762966478996,0
u3,13,5.62539271751297,1.632629999606142,52.893515152780196,0
u3,14,6.005589784330249,1.697564540773902,52.81936511101459,0
u3,15,5.49491015093829,1.9242270358611864,52.12849754363476,0
u3,16,6.480993329009843,1.8927543170100711,53.71671576615056,0
u3,17,5.284693545505591,1.7736323669674032,52.526827303490656,0
u3,18,6.012333486023188,1.74380034781682,53.45131773261952,0
u3,19,6.744814255050504,1.7620031326718262,53.12286207499032,0
u3,20,7.553440823417647,1.8213517972730418,53.667930826703504,0
u3,21,6.846863138433461,1.6677207434801595,54.06438120515175,0
u3,22,6.578564120804355,1.7542623462576654,54.26067860772514,0
u3,23,7.648850506841739,1.623141592612241,54.51096037711765,0
u3,24,5.753682681472362,1.839922312260528,55.30685563452932,0
u3,25,5.128797816831723,1.874719593970274,54.926767150756994,0
u3,26,6.248662600206744,1.7716813537700626,54.77792168235468,0
u3,27,5.683493874154838,1.9873986763290032,55.58204358414418,0
u3,28,5.462404033905332,1.717423433699766,55.894735244462325,0
u3,29,6.490015649470421,1.703562511979018,54.886196092431504,0
u3,30,6.503245194467846,1.8824451818559973,55.99870003492493,0
u3,31,6.363719430073146,1.9747098302612156,56.25058637115546,0
u3,32,6.220077037388295,2.048392769145787,55.951218248320004,0
u3,33,7.4055173610332945,1.8441115737131062,56.987853406655816,0
u3,34,7.2708149010535505,2.0078680833431295,56.42497220648374,0
u3,35,6.748234468155018,1.9061491530499295,56.76278822673577,0
u3,36,7.490558557627583,1.902737270005918,56.81346408785807,0
u3,37,5.782708839901956,2.018365993748667,57.107789523790736,0
u3,38,5.355443217640976,2.0052322878413418,56.7518624565524,0
u3,39,5.678117379313788,1.7923607843015752,56.779974558702854,0
u3,40,6.039777862216207,2.1076540349725894,58.49725253161249,0
u3,41,6.347057578405355,2.108009135414745,57.47651932584084,0
u3,42,6.35027723657735,1.917443729849047,57.60430382527185,0
u3,43,6.911336871621925,2.0295803533437407,57.223304943198144,0
u3,44,6.324009952551786,2.049403018628274,58.18051912615525,0
u3,45,7.780721426853118,2.0360673765823907,58.03845510329625,0
u3,46,6.994189150801203,1.964969484615458,59.72100758006819,0
u3,47,7.446020743762039,1.9628376632061948,59.60490854467132,0
u3,48,6.8281531607158685,2.0374445929008553,58.955924827411145,0
u3,49,6.635678260565191,2.1672729019259367,60.62621790267215,0
u3,50,6.492639871142712,2.114360015459443,60.1908827434958,0
u3,51,6.337476122186334,2.032938566791389,59.737584308245694,0
u3,52,6.473482678250994,2.1571698710648346,58.850297142563214,0
u3,53,6.979514546733493,1.8051457379369928,61.44547128629537,0
u3,54,6.658706278279516,2.2148765700372106,59.8052137666182,0
u3,55,7.179361480082301,1.9360286221221898,59.87730062652156,0
u3,56,6.994462245426661,2.083755905859687,61.41128521600483,0
u3,57,7.868448160464491,2.018033010537386,62.319876203169635,0
u3,58,6.786619016891119,2.0105318524279094,61.99213640925527,0
u3,59,7.877393472346649,2.266082678737852,61.78195456002618,0
u3,60,6.726261940128115,2.113229879868811,61.99737717083264,0
u3,61,5.781464527852543,2.2046503881730715,62.32670777939016,0
u3,62,6.361358866405273,2.175307942112082,62.47946429489338,0
u3,63,5.862646441363502,2.237704082722312,62.44059571198469,0
u3,64,6.66199350073485,2.2076821891060256,62.55210055197594,0
u3,65,6.078176719939348,2.081700777581143,62.668703436050244,0
u3,66,6.42690440474466,2.319626681944714,62.523017705566666,0
u3,67,5.969639663738544,2.1806243416838686,62.959662461566616,0
u3,68,6.902727360869004,2.084341810134025,62.45352159290231,0
u3,69,6.026000317348543,2.207188483903409,63.45083018660262,0
u3,70,6.422414184101159,2.410075979063431,63.20570444642454,0
u3,71,7.446681011886657,2.3550221742113493,63.348205341392124,0
u3,72,7.228791422698966,2.245134786559214,64.18994707557675,0
u3,73,6.799131287727316,2.255074229568157,64.9960011431723,0
u3,74,5.903369015308539,2.267836494878262,64.95915830300116,0
u3,75,6.26886701995322,2.5176747983560843,63.914749698188416,0
u3,76,6.32942088461847,2.358193545223155,64.40518593171484,0
u3,77,5.914856792917538,2.373004164719107,65.57038559399412,0
u3,78,7.4912457001588875,2.4430283454031847,64.80875630323084,0
u3,79,7.4426416024224125,2.3738789159026514,65.38768342500148,0
u3,80,7.107948861501977,2.3340957854179294,65.97502604951228,0
u3,81,7.340933328083553,2.3503650150915023,65.41582777256819,0
u3,82,7.408107427741065,2.372839874058594,66.15268775307298,0
u3,83,6.13515667752563,2.386277776349016,65.6329872525409,0
u3,84,6.801853080036517,2.4727629543636978,66.19931617802439,0
u3,85,6.334960810759197,2.41519458858073,66.85989096707127,0
u3,86,5.975597509848953,2.493264007721558,66.10350313323417,0
u3,87,6.241722979504499,2.4219283419891418,67.3202373689802,0
u3,88,7.319615845511782,2.447863519031609,67.29018110053666,0
u3,89,6.90401099607058,2.2501799315467896,67.77624497720858,0
u3,90,6.543507482307184,2.551632767470248,67.81195706703234,0
u3,91,7.379802275735923,2.5046488475897997,68.58207021498693,0
u3,92,8.007659094633075,2.5798010109859653,68.16261225132396,0
u3,93,7.879357677965938,2.200374462180631,68.08529722943737,0
u3,94,7.423281636650641,2.708837470478073,68.56114875151614,0
u3,95,6.922106150808254,2.496041037184483,68.97164901451819,0
u3,96,7.364103856026879,2.6308182816737515,68.92443003516286,0
u3,97,6.962246055392241,2.4260094072874465,69.12029584560194,0
u3,98,7.0135545527335434,2.601277390506257,68.94900415609662,0
u3,99,6.789409454711728,2.4446584436826346,69.16854954122452,0
u4,0,5.719146080290455,1.5774973041254856,50.26409707092453,0
u4,1,5.949406115666014,1.6717766299200287,50.07811500470034,0
u4,2,6.023030233547453,1.7390207549017314,50.227943886040805,0
u4,3,7.0426066259760844,1.6657810306351863,51.282501172450544,0
u4,4,6.7481518097037405,1.6210352619843382,50.07824088480993,0
u4,5,7.8451230072124325,1.4988163767649842,51.06392006404062,0
u4,6,7.166109485763307,1.533488633692463,50.828506562448545,0
u4,7,7.82256239728301,1.6194775295645334,51.134296139431626,0
u4,8,7.3140081726368855,1.5990487797840718,51.96423421320627,0
u4,9,8.726337226845384,1.6513028697014556,51.65391787814481,0
u4,10,6.894472776961782,1.685664992489711,51.869148039524816,0
u4,11,7.452548554427981,1.7429692754356731,52.336253668654905,0
u4,12,7.4679153476345785,1.692950122194091,51.81752363522856,0
u4,13,7.31270747247215,1.7586501643826202,51.7803951663305,0
u4,14,7.099539246075629,1.7264474414810123,51.877595402989485,0
u4,15,7.340183296819583,1.5324533433646128,51.616821705312,0
u4,16,7.727481594021742,1.6460664606181246,53.828103564970164,0
u4,17,7.957700179243754,1.7355912444278385,52.44839581713916,0
u4,18,8.79474356546513,1.6390305257158893,53.08937318820712,0
u4,19,9.598276026149218,1.8299928729996204,53.26159335005554,0
u4,20,8.262885015945281,1.9330750832343697,53.75370334890455,0
u4,21,7.778810382351585,1.9118761851697317,54.20786860626965,0
u4,22,8.254080171483347,1.7786557129069793,54.43023674417987,0
u4,23,9.39744207732406,1.9590726136849952,53.908461280715535,0
u4,24,7.559138832366097,1.8348667457202112,54.31643914310679,0
u4,25,8.735315535650868,1.7962914028881962,54.74128997524415,0
u4,26,8.840982691735137,1.778659733645906,54.67565443690823,0
u4,27,7.9382487350147315,1.8197530313511872,55.80367278801,0
u4,28,8.800016606807256,1.8211823181458773,55.44548747581913,0
u4,29,9.6553487008047,1.8870416222375488,55.76743889302491,0
u4,30,8.933189345756361,1.8960573981049866,55.93144063433371,0
u4,31,9.201173554484795,1.8903046020153416,56.386736928742664,0
u4,32,9.060739660657308,1.9436938169746352,56.09051077935185,0
u4,33,8.766282715977123,2.0290646274786344,55.55158402602208,0
u4,34,8.783531632308401,2.0149554135441323,56.59984397587632,0
u4,35,8.305566484298206,1.7815102031550099,56.27432155310409,0
u4,36,8.787967059663009,1.6846078865098044,56.53569165912513,0
u4,37,8.340719726581945,2.0434319911239274,57.293182009377546,0
u4,38,8.928974449774723,1.8233121301584578,57.819141535716824,0
